Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Wholesale Furniture Brokers
nebula-6-piece-set-including-one-queen-cabinet-bed-with-mattress-and-assorted-storage-units,Nebula 6-Piece Set Including One Queen Murphy Cabinet Bed with Mattress and Assorted Storage Units - Available in 2 Colours,Colour,Bark Grey,,,,,25682-000047,,,0
nebula-6-piece-set-including-one-queen-cabinet-bed-with-mattress-and-assorted-storage-units,Nebula 6-Piece Set Including One Queen Murphy Cabinet Bed with Mattress and Assorted Storage Units - Available in 2 Colours,Colour,White,,,,,25682-000017,,,0
nebula-5-piece-set-including-one-queen-cabinet-bed-with-mattress-two-26-storage-units-and-two-hutches,"Nebula 5-Piece Set Including One Queen Murphy Cabinet Bed with Mattress, Two 26″ Storage Units, and Two Hutches - Available in 2 Colours",Colour,Bark Grey,,,,,25681-000047,,,0
nebula-5-piece-set-including-one-queen-cabinet-bed-with-mattress-two-26-storage-units-and-two-hutches,"Nebula 5-Piece Set Including One Queen Murphy Cabinet Bed with Mattress, Two 26″ Storage Units, and Two Hutches - Available in 2 Colours",Colour,White,,,,,25681-000017,,,0
nebula-3-piece-set-including-one-queen-cabinet-bed-with-mattress-and-two-26-storage-units,Nebula 3-Piece Set Including One Queen Murphy Cabinet Bed with Mattress and Two 26″ Storage Units - Available in 2 Colours,Colour,Bark Grey,,,,,25680-000047,,,0
nebula-3-piece-set-including-one-queen-cabinet-bed-with-mattress-and-two-26-storage-units,Nebula 3-Piece Set Including One Queen Murphy Cabinet Bed with Mattress and Two 26″ Storage Units - Available in 2 Colours,Colour,White,,,,,25680-000017,,,0
viva-8-piece-set-including-two-l-shaped-standing-desks-two-storage-units-two-credenzas-and-two-dual-monitor-arms,"Viva 8-Piece Set Including 2 L-Shaped Standing Desks, 2 Storage Units, 2 Credenzas, and 2 Dual Monitor Arms - Available in 2 Colours",Colour,Walnut Grey & White,,,,,19854-35,,,0
viva-8-piece-set-including-two-l-shaped-standing-desks-two-storage-units-two-credenzas-and-two-dual-monitor-arms,"Viva 8-Piece Set Including 2 L-Shaped Standing Desks, 2 Storage Units, 2 Credenzas, and 2 Dual Monitor Arms - Available in 2 Colours",Colour,Black,,,,,19854-18,,,0
viva-4-piece-set-including-an-l-shaped-standing-desk-a-storage-unit-a-credenza-and-a-dual-monitor-arm,"Viva 4-Piece Set Including an L-Shaped Standing Desk, a Storage Unit, a Credenza, and a Dual Monitor Arm - Available in 2 Colours",Colour,Walnut Grey & White,,,,,19853-35,,,0
viva-4-piece-set-including-an-l-shaped-standing-desk-a-storage-unit-a-credenza-and-a-dual-monitor-arm,"Viva 4-Piece Set Including an L-Shaped Standing Desk, a Storage Unit, a Credenza, and a Dual Monitor Arm - Available in 2 Colours",Colour,Black,,,,,19853-18,,,0
viva-6-piece-set-including-2-l-shaped-standing-desks-2-storage-units-and-2-credenzas,"Viva 6-Piece Set Including 2 L-Shaped Standing Desks, 2 Storage Units, and 2 Credenzas - Available in 2 Colours",Colour,Walnut Grey & White,,,,,19852-35,,,0
viva-6-piece-set-including-2-l-shaped-standing-desks-2-storage-units-and-2-credenzas,"Viva 6-Piece Set Including 2 L-Shaped Standing Desks, 2 Storage Units, and 2 Credenzas - Available in 2 Colours",Colour,Black,,,,,19852-18,,,0
viva-3-piece-set-including-an-l-shaped-standing-desk-a-credenza-and-a-hutch,"Viva 3-Piece Set Including an L-Shaped Standing Desk, a Credenza, and a Hutch - Available in 2 Colours",Colour,Walnut Grey & White,,,,,19851-35,,,0
viva-3-piece-set-including-an-l-shaped-standing-desk-a-credenza-and-a-hutch,"Viva 3-Piece Set Including an L-Shaped Standing Desk, a Credenza, and a Hutch - Available in 2 Colours",Colour,Black,,,,,19851-18,,,0
viva-2-piece-set-including-an-l-shaped-standing-desk-and-a-credenza,Viva 2-Piece Set Including an L-Shaped Standing Desk and a Credenza - Available in 2 Colours,Colour,Walnut Grey,,,,,19850-35,,,0
viva-2-piece-set-including-an-l-shaped-standing-desk-and-a-credenza,Viva 2-Piece Set Including an L-Shaped Standing Desk and a Credenza - Available in 2 Colours,Colour,Black & White,,,,,19850-18,,,0
murzim-l-shaped-desk-with-hutch-1-lateral-file-cabinet-and-1-bookcase,"Murzim L-Shaped Desk with Hutch, 1 Lateral File Cabinet, and 1 Bookcase - Available in 2 Colours",Colour,Walnut Grey,,,,,182861-000035,,,0
murzim-l-shaped-desk-with-hutch-1-lateral-file-cabinet-and-1-bookcase,"Murzim L-Shaped Desk with Hutch, 1 Lateral File Cabinet, and 1 Bookcase - Available in 2 Colours",Colour,Deep Grey,,,,,182861-000032,,,0
murzim-executive-computer-desk-with-hutch-1-lateral-file-cabinet-and-1-bookcase,"Murzim Executive Computer Desk with Hutch, 1 Lateral File Cabinet, and 1 Bookcase - Available in 2 Colours",Colour,Walnut Grey,,,,,182860-000035,,,0
murzim-executive-computer-desk-with-hutch-1-lateral-file-cabinet-and-1-bookcase,"Murzim Executive Computer Desk with Hutch, 1 Lateral File Cabinet, and 1 Bookcase - Available in 2 Colours",Colour,Deep Grey,,,,,182860-000032,,,0
murzim-l-shaped-desk-with-hutch,Murzim L-Shaped Desk with Hutch - Available in 2 Colours,Colour,Walnut Grey,,,,,182421-000035,,,0
murzim-l-shaped-desk-with-hutch,Murzim L-Shaped Desk with Hutch - Available in 2 Colours,Colour,Deep Grey,,,,,182421-000032,,,0
murzim-u-shaped-or-l-shaped-executive-desk-with-hutch,Murzim U-Shaped or L-Shaped Executive Desk with Hutch - Available in 2 Colours,Colour,Walnut Grey,,,,,182411-000035,,,0
murzim-u-shaped-or-l-shaped-executive-desk-with-hutch,Murzim U-Shaped or L-Shaped Executive Desk with Hutch - Available in 2 Colours,Colour,Deep Grey,,,,,182411-000032,,,0
krom-2-piece-set-including-a-lift-top-coffee-table-and-a-tv-stand,Krom 2-Piece Set Including a Lift-Top Coffee Table and a TV Stand - Available in 2 Colours,Colour,Deep Grey & White,,,,,17850-32,,,0
krom-2-piece-set-including-a-lift-top-coffee-table-and-a-tv-stand,Krom 2-Piece Set Including a Lift-Top Coffee Table and a TV Stand - Available in 2 Colours,Colour,White,,,,,17850-17,,,0
upstand-30-x-72-standing-desk-with-dual-monitor-arm,Upstand 30” x 72” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Antigua,,,,,175880-000052,,,0
upstand-30-x-72-standing-desk-with-dual-monitor-arm,Upstand 30” x 72” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Bark Grey,,,,,175880-000047,,,50
upstand-30-x-72-standing-desk-with-dual-monitor-arm,Upstand 30” x 72” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Deep Grey,,,,,175880-000032,,,50
upstand-30-x-72-standing-desk-with-dual-monitor-arm,Upstand 30” x 72” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,White,,,,,175880-000017,,,50
upstand-30-x-72-standing-desk,Upstand 30” x 72” Standing Desk - Available in 4 Colours,Colour,Antigua,,,,,175879-000052,,,0
upstand-30-x-72-standing-desk,Upstand 30” x 72” Standing Desk - Available in 4 Colours,Colour,Bark Grey,,,,,175879-000047,,,0
upstand-30-x-72-standing-desk,Upstand 30” x 72” Standing Desk - Available in 4 Colours,Colour,Deep Grey,,,,,175879-000032,,,0
upstand-30-x-72-standing-desk,Upstand 30” x 72” Standing Desk - Available in 4 Colours,Colour,White,,,,,175879-000017,,,0
upstand-30-x-60-standing-desk-with-dual-monitor-arm,Upstand 30” x 60” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Antigua,,,,,175870-000052,,,51
upstand-30-x-60-standing-desk-with-dual-monitor-arm,Upstand 30” x 60” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Bark Grey,,,,,175870-000047,,,0
upstand-30-x-60-standing-desk-with-dual-monitor-arm,Upstand 30” x 60” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Deep Grey,,,,,175870-000032,,,0
upstand-30-x-60-standing-desk-with-dual-monitor-arm,Upstand 30” x 60” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,White,,,,,175870-000017,,,274
upstand-30-x-60-standing-desk,Upstand 30” x 60” Standing Desk - Available in 4 Colours,Colour,Antigua,,,,,175869-000052,,,51
upstand-30-x-60-standing-desk,Upstand 30” x 60” Standing Desk - Available in 4 Colours,Colour,Bark Grey,,,,,175869-000047,,,0
upstand-30-x-60-standing-desk,Upstand 30” x 60” Standing Desk - Available in 4 Colours,Colour,Deep Grey,,,,,175869-000032,,,0
upstand-30-x-60-standing-desk,Upstand 30” x 60” Standing Desk - Available in 4 Colours,Colour,White,,,,,175869-000017,,,274
upstand-24-x-48-standing-desk-with-dual-monitor-arm,Upstand 24” x 48” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Antigua,,,,,175860-000052,,,100
upstand-24-x-48-standing-desk-with-dual-monitor-arm,Upstand 24” x 48” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Bark Grey,,,,,175860-000047,,,150
upstand-24-x-48-standing-desk-with-dual-monitor-arm,Upstand 24” x 48” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,Deep Grey,,,,,175860-000032,,,100
upstand-24-x-48-standing-desk-with-dual-monitor-arm,Upstand 24” x 48” Standing Desk with Dual Monitor Arm - Available in 4 Colours,Colour,White,,,,,175860-000017,,,115
upstand-24-x-48-standing-desk,Upstand 24” x 48” Standing Desk - Available in 4 Colours,Colour,Antigua,,,,,175859-000052,,,0
upstand-24-x-48-standing-desk,Upstand 24” x 48” Standing Desk - Available in 4 Colours,Colour,Bark Grey,,,,,175859-000047,,,0
upstand-24-x-48-standing-desk,Upstand 24” x 48” Standing Desk - Available in 4 Colours,Colour,Deep Grey,,,,,175859-000032,,,0
upstand-24-x-48-standing-desk,Upstand 24” x 48” Standing Desk - Available in 4 Colours,Colour,White,,,,,175859-000017,,,115
upstand-24-x-48-standing-desk-1-credenza-with-hutch-1-bookcase-and-1-lateral-file-cabinet,"Upstand 24” x 48” Standing Desk, 1 Credenza with Hutch, 1 Bookcase, and 1 Lateral File Cabinet - Available in 3 Colours",Colour,Antigua,,,,,175851-000052,,,0
upstand-24-x-48-standing-desk-1-credenza-with-hutch-1-bookcase-and-1-lateral-file-cabinet,"Upstand 24” x 48” Standing Desk, 1 Credenza with Hutch, 1 Bookcase, and 1 Lateral File Cabinet - Available in 3 Colours",Colour,Bark Grey & White,,,,,175851-000047,,,0
upstand-24-x-48-standing-desk-1-credenza-with-hutch-1-bookcase-and-1-lateral-file-cabinet,"Upstand 24” x 48” Standing Desk, 1 Credenza with Hutch, 1 Bookcase, and 1 Lateral File Cabinet - Available in 3 Colours",Colour,Deep Grey & White,,,,,175851-000032,,,0
upstand-24-x-48-standing-desk-and-1-credenza-with-hutch,Upstand 24” x 48” Standing Desk and 1 Credenza with Hutch - Available in 3 Colours,Colour,Antigua,,,,,175850-000052,,,0
upstand-24-x-48-standing-desk-and-1-credenza-with-hutch,Upstand 24” x 48” Standing Desk and 1 Credenza with Hutch - Available in 3 Colours,Colour,Bark Grey & White,,,,,175850-000047,,,0
krom-60-storage-cabinet-with-metal-legs-white,Krom 60” Storage Cabinet with Metal Legs - White,Colour,White,,,,,17164-1117,,,0
small-space-3-piece-set-including-shelving-units-and-a-tv-stand-bark-grey-white,Small Space 3-Piece Set Including Shelving Units and a TV Stand - Bark Grey & White,Colour,Bark Grey & White,,,,,16853-47,,,0
small-space-2-piece-set-including-a-shelving-unit-and-a-tv-stand-bark-grey-white,Small Space 2-Piece Set Including a Shelving Unit and a TV Stand - Bark Grey & White,Colour,Bark Grey & White,,,,,16852-47,,,0
small-space-2-piece-set-including-a-lift-top-coffee-table-and-a-tv-stand,Small Space 2-Piece Set Including a Lift-Top Coffee Table and a TV Stand - Available in 2 Colours,Colour,Dark Chocolate & Black,,,,,16850-79,,,0
small-space-2-piece-set-including-a-lift-top-coffee-table-and-a-tv-stand,Small Space 2-Piece Set Including a Lift-Top Coffee Table and a TV Stand - Available in 2 Colours,Colour,Bark Grey & White,,,,,16850-47,,,0
small-space-10-narrow-shelving-unit,Small Space 10“ Narrow Shelving Unit - Available in 2 Colours,Colour,Bark Grey & White,,,,,16702-1147,,,0
small-space-10-narrow-shelving-unit,Small Space 10“ Narrow Shelving Unit - Available in 2 Colours,Colour,White,,,,,16702-1117,,,0
small-space-20-shelving-unit,Small Space 20“ Shelving Unit - Available in 2 Colours,Colour,Bark Grey & White,,,,,16700-1147,,,0
small-space-20-shelving-unit,Small Space 20“ Shelving Unit - Available in 2 Colours,Colour,White,,,,,16700-1117,,,0
small-space-54w-tv-stand,Small Space 54W TV Stand - Available in 2 Colours,Colour,Dark Chocolate & Black,,,,,16200-1179,,,0
small-space-54w-tv-stand,Small Space 54W TV Stand - Available in 2 Colours,Colour,Bark Grey & White,,,,,16200-1147,,,0
i3-plus-u-shaped-executive-desk-with-hutch,i3 Plus U-Shaped Executive Desk with Hutch - Available in 2 Colours,Colour,Bark Grey & White,,,,,160863-4717,,,0
i3-plus-u-shaped-executive-desk-with-hutch,i3 Plus U-Shaped Executive Desk with Hutch - Available in 2 Colours,Colour,Bark Grey,,,,,160863-47,,,0
i3-plus-u-shaped-executive-desk,i3 Plus U-Shaped Executive Desk - Available in 2 Colours,Colour,Bark Grey & White,,,,,160862-4717,,,0
i3-plus-u-shaped-executive-desk,i3 Plus U-Shaped Executive Desk - Available in 2 Colours,Colour,Bark Grey,,,,,160862-47,,,0
i3-plus-table-desk-with-open-storage,i3 Plus Table Desk with Open Storage - Available in 2 Colours,Colour,Bark Grey & White,,,,,160854-4717,,,0
i3-plus-table-desk-with-open-storage,i3 Plus Table Desk with Open Storage - Available in 2 Colours,Colour,Bark Grey,,,,,160854-47,,,0
i3-plus-l-shaped-desk-with-hutch,i3 Plus L-Shaped Desk with Hutch - Available in 2 Colours,Colour,Bark Grey & White,,,,,160853-4717,,,0
i3-plus-l-shaped-desk-with-hutch,i3 Plus L-Shaped Desk with Hutch - Available in 2 Colours,Colour,Bark Grey,,,,,160853-47,,,0
i3-plus-low-storage-unit-bark-grey,i3 Plus Low Storage Unit - Bark Grey,Colour,Bark Grey,,,,,160634-1147,,,0
i3-plus-table-desk-with-two-metal-legs-bark-grey,i3 Plus Table Desk with Two Metal Legs - Bark Grey,Colour,Bark Grey,,,,,160402-47,,,0
pro-vega-table-desk-and-credenza-with-hutch-white-walnut-grey,Pro-Vega Table Desk and Credenza with Hutch - White & Walnut Grey,Colour,White & Walnut Grey,,,,,130854-001735,,,0
pro-vega-l-shaped-standing-desk-with-credenza-hutch-and-dual-monitor-arm,"Pro-Vega L-Shaped Standing Desk with Credenza, Hutch, and Dual Monitor Arm - Available in 2 Colours",Colour,Walnut Grey & White,,,,,130853-000035,,,0
pro-vega-l-shaped-standing-desk-with-credenza-hutch-and-dual-monitor-arm,"Pro-Vega L-Shaped Standing Desk with Credenza, Hutch, and Dual Monitor Arm - Available in 2 Colours",Colour,White & Black,,,,,130853-000017,,,0
pro-vega-l-shaped-standing-desk-with-credenza-and-hutch,Pro-Vega L-Shaped Standing Desk with Credenza and Hutch - Available in 2 Colours,Colour,Walnut Grey & White,,,,,130852-000035,,,0
pro-vega-l-shaped-standing-desk-with-credenza-and-hutch,Pro-Vega L-Shaped Standing Desk with Credenza and Hutch - Available in 2 Colours,Colour,White & Black,,,,,130852-000017,,,0
pro-vega-l-shaped-standing-desk-with-credenza-and-dual-monitor-arm,Pro-Vega L-Shaped Standing Desk with Credenza and Dual Monitor Arm - Available in 2 Colours,Colour,Walnut Grey & White,,,,,130851-000035,,,0
pro-vega-l-shaped-standing-desk-with-credenza-and-dual-monitor-arm,Pro-Vega L-Shaped Standing Desk with Credenza and Dual Monitor Arm - Available in 2 Colours,Colour,White & Black,,,,,130851-000017,,,0
pro-vega-l-shaped-standing-desk-with-credenza,Pro-Vega L-Shaped Standing Desk with Credenza - Available in 2 Colours,Colour,Walnut Grey & White,,,,,130850-000035,,,0
pro-vega-l-shaped-standing-desk-with-credenza,Pro-Vega L-Shaped Standing Desk with Credenza - Available in 2 Colours,Colour,White & Black,,,,,130850-000017,,,0
pro-vega-l-shaped-standing-desk,Pro-Vega L-Shaped Standing Desk - Available in 2 Colours,Colour,Walnut Grey & White,,,,,130420-000035,,,0
pro-vega-l-shaped-standing-desk,Pro-Vega L-Shaped Standing Desk - Available in 2 Colours,Colour,White & Black,,,,,130420-000017,,,0
pro-linea-u-shaped-executive-desk,Pro-Linea U-Shaped Executive Desk - Available in 2 Colours,Colour,Bark Grey & White,,,,,120895-47,,,6
pro-linea-u-shaped-executive-desk,Pro-Linea U-Shaped Executive Desk - Available in 2 Colours,Colour,Deep Grey & White,,,,,120895-32,,,6
pro-linea-l-shaped-desk,Pro-Linea L-Shaped Desk - Available in 2 Colours,Colour,Bark Grey,,,,,120883-47,,,5
pro-linea-l-shaped-desk,Pro-Linea L-Shaped Desk - Available in 2 Colours,Colour,Deep Grey & White,,,,,120883-32,,,0
pro-linea-u-shaped-executive-desk-bark-grey,Pro-Linea U-Shaped Executive Desk - Bark Grey,Colour,Bark Grey,,,,,120881-47,,,0
pro-linea-l-shaped-desk-with-hutch-bark-grey,Pro-Linea L-Shaped Desk with Hutch - Bark Grey,Colour,Bark Grey,,,,,120864-47,,,0
pro-linea-2-piece-set-including-a-standing-desk-and-a-credenza-with-hutch,Pro-Linea 2-piece Set Including a Standing Desk and a Credenza with Hutch - Available in 3 Colours,Colour,Bark Grey,,,,,120858-47,,,0
pro-linea-2-piece-set-including-a-standing-desk-and-a-credenza-with-hutch,Pro-Linea 2-piece Set Including a Standing Desk and a Credenza with Hutch - Available in 3 Colours,Colour,Deep Grey,,,,,120858-32,,,0
pro-linea-2-piece-set-including-a-standing-desk-and-a-credenza-with-hutch,Pro-Linea 2-piece Set Including a Standing Desk and a Credenza with Hutch - Available in 3 Colours,Colour,White,,,,,120858-17,,,0
pro-linea-2-piece-set-including-a-standing-desk-and-a-credenza,Pro-Linea 2-Piece Set Including a Standing Desk and a Credenza - Available in 3 Colours,Colour,Bark Grey,,,,,120857-47,,,0
pro-linea-2-piece-set-including-a-standing-desk-and-a-credenza,Pro-Linea 2-Piece Set Including a Standing Desk and a Credenza - Available in 3 Colours,Colour,Deep Grey,,,,,120857-32,,,0
pro-linea-2-piece-set-including-a-standing-desk-and-a-credenza,Pro-Linea 2-Piece Set Including a Standing Desk and a Credenza - Available in 3 Colours,Colour,White,,,,,120857-17,,,0
equinox-3-piece-set-including-1-l-shaped-desk-and-2-storage-units-with-8-cubbies,Equinox 3-Piece Set Including 1 L-Shaped Desk and 2 Storage Units with 8 Cubbies - Available in 2 Colours,Colour,Antigua & White,,,,,115851-000052,,,0
equinox-3-piece-set-including-1-l-shaped-desk-and-2-storage-units-with-8-cubbies,Equinox 3-Piece Set Including 1 L-Shaped Desk and 2 Storage Units with 8 Cubbies - Available in 2 Colours,Colour,Bark Grey & White,,,,,115851-000047,,,0
equinox-2-piece-set-including-1-l-shaped-desk-and-1-storage-unit-with-8-cubbies,Equinox 2-Piece Set Including 1 L-Shaped Desk and 1 Storage Unit with 8 Cubbies - Available in 2 Colours,Colour,Antigua & White,,,,,115850-000052,,,0
equinox-2-piece-set-including-1-l-shaped-desk-and-1-storage-unit-with-8-cubbies,Equinox 2-Piece Set Including 1 L-Shaped Desk and 1 Storage Unit with 8 Cubbies - Available in 2 Colours,Colour,Bark Grey & White,,,,,115850-000047,,,0
equinox-l-shaped-desk,Equinox L-Shaped Desk - Available in 2 Colours,Colour,Antigua & White,,,,,115420-000052,,,0
equinox-l-shaped-desk,Equinox L-Shaped Desk - Available in 2 Colours,Colour,Bark Grey & White,,,,,115420-000047,,,0
aquarius-3-piece-set-including-a-desk-with-single-pedestal-and-2-storage-units-with-8-cubbies,Aquarius 3-Piece Set Including a Desk with Single Pedestal and 2 Storage Units with 8 Cubbies - Available in 4 Colours,Colour,Antigua & White,,,,,114851-000052,,,0
aquarius-3-piece-set-including-a-desk-with-single-pedestal-and-2-storage-units-with-8-cubbies,Aquarius 3-Piece Set Including a Desk with Single Pedestal and 2 Storage Units with 8 Cubbies - Available in 4 Colours,Colour,Bark Grey & White,,,,,114851-000047,,,0
